CustomerKey,Full Name,Gender,DateFirstPurchase,Customer city,Country
22506,Brenda Prasad,Female,2021-04-25,Erlangen,Germany
22507,Louis Wang,Male,2021-06-24,Erlangen,Germany
22508,Jon Huang,Male,2021-11-12,München,Germany
22509,Lacey Nara,Female,2021-11-09,Paderborn,Germany
22510,Lori Gill,Female,2021-10-02,Runcorn,United Kingdom
22511,Wendy Suarez,Female,2021-07-29,Dunkerque,France
22512,Meagan Mehta,Female,2021-08-12,Saint-Denis,France
22513,Kenneth Anand,Male,2021-04-24,Colombes,France
22514,Marvin Johnsen,Male,2022-01-14,Paderborn,Germany
22515,Alexa Morris,Female,2021-08-10,Chatou,France
22516,Adrienne Ortega,Female,2021-06-13,Hannover,Germany
22517,Luis Adams,Male,2021-04-19,Hof,Germany
22518,Jillian Sai,Female,2021-11-15,Reading,United Kingdom
22519,Logan Hughes,Male,2021-10-31,Saarlouis,Germany
22520,Rodney Torres,Male,2021-10-14,London,United Kingdom
22521,Christina Rivera,Female,2022-01-02,Frankfurt,Germany
22522,Benjamin Hayes,Male,2021-04-10,Neunkirchen,Germany
22523,Jon Xu,Male,2021-12-19,Frankfurt,Germany
22524,Michele Hernandez,Female,2021-06-04,Roubaix,France
22525,Julio Gutierrez,Male,2021-04-19,Sulzbach Taunus,Germany
22526,Jamie Moreno,Male,2021-11-19,Oxford,United Kingdom
22527,Rachel Flores,Female,2021-03-20,Dunkerque,France
22528,Jaime Blanco,Female,2021-08-08,Bracknell,United Kingdom
22529,Ross Raman,Male,2021-08-09,Lieusaint,France
22530,Kelli Jai,Female,2021-09-24,Oxon,United Kingdom
22531,Tiffany Zhou,Female,2021-10-02,Paris,France
22532,Ryan Thomas,Male,2021-12-03,Stoke-on-Trent,United Kingdom
22533,Jake Liu,Male,2021-11-27,Hamburg,Germany
22534,Suzanne Liang,Female,2021-12-19,Paris,France
22535,Rachael Prasad,Female,2021-11-16,Esher-Molesey,United Kingdom
22536,Brianna Rogers,Female,2021-11-17,Oxford,United Kingdom
22537,Xavier Jenkins,Male,2021-12-14,Paderborn,Germany
22538,Bianca Wang,Female,2022-01-24,Tremblay-en-France,France
22539,Randall Sanz,Male,2021-05-26,Woolston,United Kingdom
22540,Latasha Ramos,Female,2021-04-24,Billericay,United Kingdom
22541,Stefanie Martinez,Female,2021-04-29,Paderborn,Germany
22542,Teresa Alvarez,Female,2021-10-24,Paris,France
22543,Jeremy Campbell,Male,2021-03-20,Portland,United States
22544,Maria Evans,Female,2021-02-04,Royal Oak,Canada
22545,Brittany Bryant,Female,2021-08-05,Langford,Canada
22546,Nicholas Jones,Male,2021-08-21,Lebanon,United States
22547,Elijah Flores,Male,2021-05-07,National City,United States
22548,Angela Brooks,Female,2022-01-02,San Carlos,United States
22549,Isabel Russell,Female,2021-03-02,Olympia,United States
22550,Kristopher Rana,Male,2021-08-17,York,United Kingdom
22551,Andy Rubio,Male,2021-10-29,München,Germany
22552,Andrea Rusko,Female,2021-06-28,Pantin,France
22553,Melinda Vazquez,Female,2021-07-06,Oxford,United Kingdom
22554,Gilbert Xu,Male,2021-03-11,York,United Kingdom
22555,Ethan Taylor,Male,2021-09-15,Saint-Denis,France
22556,Oscar Griffin,Male,2021-07-13,Tremblay-en-France,France
22557,Jason Scott,Male,2021-07-31,Leeds,United Kingdom
22558,Ernest Ye,Male,2021-05-26,Warrington,United Kingdom
22559,Stacy Vazquez,Female,2021-02-13,York,United Kingdom
22560,Casey Jai,Female,2021-04-23,Billericay,United Kingdom
22561,Katie Nara,Female,2021-07-25,Croix,France
22562,Kelli Li,Female,2021-03-14,Drancy,France
22563,Darren Weber,Male,2021-09-26,Saarbrücken,Germany
22564,Autumn Sun,Female,2021-10-02,Oxon,United Kingdom
22565,Brenda Subram,Female,2021-11-19,Frankfurt am Main,Germany
22566,Damien Pal,Male,2021-11-26,Bracknell,United Kingdom
22567,Glenn Zhu,Male,2021-06-09,Paris,France
22568,Autumn Wu,Female,2021-07-17,Berlin,Germany
22569,Johnny Goel,Male,2021-03-19,Maidenhead,United Kingdom
22570,Jackson Yang,Male,2021-11-01,Watford,United Kingdom
22571,Armando Vazquez,Male,2020-05-07,Milsons Point,Australia
22572,Karen Cai,Female,2020-05-25,Wollongong,Australia
22573,Lance Sanz,Male,2020-05-22,Goulburn,Australia
22574,Randy Zheng,Male,2021-06-03,Port Macquarie,Australia
22575,Orlando Blanco,Male,2020-05-01,Melbourne,Australia
22576,Tony Xu,Male,2020-05-01,North Ryde,Australia
22577,Bryant Sai,Male,2020-05-29,Port Macquarie,Australia
22578,Juan Vazquez,Male,2020-05-09,Seaford,Australia
22579,Kara Lal,Female,2020-05-16,Port Macquarie,Australia
22580,Alexis Long,Female,2020-05-02,Gold Coast,Australia
22581,Theresa Vazquez,Female,2020-05-10,Wollongong,Australia
22582,Evelyn Madan,Female,2020-05-06,Townsville,Australia
22583,Troy Sara,Male,2020-05-15,Hervey Bay,Australia
22584,Meagan Lopez,Female,2021-06-26,Les Ulis,France
22585,Kelvin He,Male,2021-05-28,Essen,Germany
22586,Derek Shen,Male,2021-11-26,York,United Kingdom
22587,Gina Alonso,Female,2021-05-01,München,Germany
22588,Teresa Martin,Female,2021-07-09,Gloucestershire,United Kingdom
22589,Cynthia Suri,Female,2021-08-27,Oxford,United Kingdom
22590,Oscar Hughes,Male,2021-05-13,Neunkirchen,Germany
22591,Jon Becker,Male,2021-05-23,Hamburg,Germany
22592,Lindsey Anand,Female,2021-11-16,Stoke-on-Trent,United Kingdom
22593,Thomas Johnson,Male,2021-08-26,Villeneuve-d'Ascq,France
22594,Gabriella James,Female,2021-11-04,Billericay,United Kingdom
22595,Nicolas Xie,Male,2021-07-06,Colomiers,France
22596,Omar Xu,Male,2021-11-01,London,United Kingdom
22597,Rachael Chandra,Female,2021-05-16,Berlin,Germany
22598,Donald Sanchez,Male,2021-05-26,Berlin,Germany
22599,Philip Gill,Male,2021-11-11,London,United Kingdom
22600,Maurice Kumar,Male,2021-12-16,Kirkby,United Kingdom
22601,Aimee Gao,Female,2021-08-22,Orleans,France
22602,Kelli Andersen,Female,2021-12-07,Wokingham,United Kingdom
22603,Autumn He,Female,2021-08-27,Roubaix,France
22604,Wyatt Simmons,Male,2021-12-12,Leeds,United Kingdom
22605,Derrick Schmidt,Male,2021-12-12,Watford,United Kingdom
22606,Alfredo Hernandez,Male,2021-05-06,Mühlheim,Germany
22607,Whitney Gonzalez,Female,2021-06-13,Neunkirchen,Germany
22608,Arthur Munoz,Male,2021-12-17,Bracknell,United Kingdom
22609,Clarence Cai,Male,2021-06-07,Berlin,Germany
22610,Brent Chen,Male,2021-06-04,Berlin,Germany
22611,Chad Deng,Male,2021-11-24,Runcorn,United Kingdom
22612,Franklin Huang,Male,2021-08-07,Boulogne-sur-Mer,France
22613,Dale Luo,Male,2021-01-10,Oxon,United Kingdom
22614,Tommy Shan,Male,2021-01-18,London,United Kingdom
22615,Misty Xu,Female,2021-06-19,Hannover,Germany
22616,Jake Zhang,Male,2021-11-28,Maidenhead,United Kingdom
22617,Andres Nath,Male,2021-12-16,Erlangen,Germany
22618,Rosa Cai,Female,2021-12-06,London,United Kingdom
22619,Robin Hernandez,Female,2021-12-12,Hamburg,Germany
22620,Stefanie Suri,Female,2021-02-09,Hannover,Germany
22621,Xavier Davis,Male,2021-04-21,Werne,Germany
22622,Neil Sanz,Male,2021-08-27,London,United Kingdom
22623,Jamie Suarez,Male,2021-06-28,Stuttgart,Germany
22624,Sandra Wu,Female,2022-01-02,Roubaix,France
22625,Meagan Patel,Female,2021-02-25,Drancy,France
22626,Arturo Anand,Male,2021-08-07,Saint Germain en Laye,France
22627,Shawna Sharma,Female,2021-06-25,Essen,Germany
22628,Marshall Lu,Male,2021-06-04,Duesseldorf,Germany
22629,Matthew Rodriguez,Male,2021-06-06,Kirkby,United Kingdom
22630,Roger Wu,Male,2021-01-19,Esher-Molesey,United Kingdom
22631,Theodore Serrano,Male,2021-01-06,Esher-Molesey,United Kingdom
22632,Tabitha Perez,Female,2021-08-08,Paris,France
22633,Claudia Zhao,Female,2021-05-08,Hof,Germany
22634,Giraldo Sandoval,Female,2021-12-23,Kirkby,United Kingdom
22635,Kristi Hernandez,Female,2021-12-10,London,United Kingdom
22636,Stacey Zhu,Female,2021-12-23,Peterborough,United Kingdom
22637,Ana Alexander,Female,2021-12-05,Runcorn,United Kingdom
22638,Kristi Gutierrez,Female,2021-06-12,Solingen,Germany
22639,Lori Munoz,Female,2021-02-20,Gloucestershire,United Kingdom
22640,Caleb Li,Male,2021-02-13,Newcastle upon Tyne,United Kingdom
22641,Abigail Diaz,Female,2021-09-18,Saint-Denis,France
22642,Garrett Rivera,Male,2021-02-14,Stoke-on-Trent,United Kingdom
22643,Brenda Suri,Female,2021-02-22,Berkshire,United Kingdom
22644,Marc Ortega,Male,2021-06-23,Hamburg,Germany
22645,Isabella Murphy,Female,2021-09-15,Metz,France
22646,Cara She,Female,2021-02-16,London,United Kingdom
22647,Taylor Martinez,Female,2021-08-29,Chatou,France
22648,Kaitlin Srini,Female,2021-09-06,Pantin,France
22649,Corey Tang,Male,2021-09-20,Metz,France
22650,Kristina Suri,Female,2021-06-07,Eilenburg,Germany
22651,Frederick Sara,Male,2021-09-22,Les Ulis,France
22652,Gilbert Shan,Male,2021-06-18,Kiel,Germany
22653,Carolyn Dominguez,Female,2021-02-11,London,United Kingdom
22654,Orlando Romero,Male,2021-09-16,Colombes,France
22655,Lucas Young,Male,2021-07-16,Hof,Germany
22656,Willie Goel,Male,2021-03-22,Leeds,United Kingdom
22657,Clinton Suarez,Male,2021-09-08,Watford,United Kingdom
22658,Devin Rodriguez,Male,2021-11-06,Bobigny,France
22659,Shawna Luo,Female,2021-11-09,Hof,Germany
22660,Monica Lopez,Female,2022-01-13,Bottrop,Germany
22661,Tracy Shan,Female,2021-10-31,Colombes,France
22662,Tyrone Carlson,Male,2021-11-20,Kirkby,United Kingdom
22663,Terrence Deng,Male,2021-09-24,Boulogne-sur-Mer,France
22664,Dawn Yang,Female,2021-10-08,Lille,France
22665,Orlando Diaz,Male,2021-05-16,Hof,Germany
22666,Mayra Srini,Female,2021-06-16,München,Germany
22667,Roy Rana,Male,2021-01-03,Gloucestershire,United Kingdom
22668,Adrienne Hernandez,Female,2021-01-16,London,United Kingdom
22669,Lindsay Raji,Female,2021-01-19,London,United Kingdom
22670,Erika Sanz,Female,2021-03-14,York,United Kingdom
22671,Wyatt King,Male,2021-03-05,Leeds,United Kingdom
22672,Crystal Wu,Female,2021-07-01,Kirkby,United Kingdom
22673,Andy Gill,Male,2021-09-14,Pantin,France
22674,Troy Prasad,Male,2021-07-02,Hof,Germany
22675,Alexandra Winston,Female,2021-09-15,Paris,France
22676,Stefanie Jordan,Female,2021-02-23,Paris,France
22677,Reginald Carlson,Male,2021-11-12,Hamburg,Germany
22678,Sydney Lee,Female,2021-07-16,Hof,Germany
22679,Derrick Dominguez,Male,2021-08-31,München,Germany
22680,Lee Suarez,Male,2021-11-18,Paderborn,Germany
22681,Tristan Barnes,Male,2021-06-10,Bobigny,France
22682,Willie Luo,Male,2022-01-17,Cergy,France
22683,David Garcia,Male,2021-05-18,Villeneuve-d'Ascq,France
22684,Lauren Cooper,Female,2021-11-27,Hamburg,Germany
22685,Barbara Ma,Female,2021-07-25,Hamburg,Germany
22686,Wayne Anand,Male,2021-03-11,London,United Kingdom
22687,Javier Jiménez,Male,2020-12-29,London,United Kingdom
22688,Seth Perez,Male,2021-07-25,Ingolstadt,Germany
22689,Gilbert Zheng,Male,2021-10-15,Les Ulis,France
22690,Kurt Luo,Male,2021-10-25,Les Ulis,France
22691,Gerald Raman,Male,2021-10-17,Suresnes,France
22692,Paula Alonso,Female,2021-11-15,Croix,France
22693,Darryl Gao,Male,2021-02-02,Cergy,France
22694,Molly Kapoor,Female,2021-07-07,Duesseldorf,Germany
22695,Darren Martin,Male,2021-03-10,London,United Kingdom
22696,Kari Vazquez,Female,2021-11-15,Boulogne-sur-Mer,France
22697,Harold Sara,Male,2021-03-06,Drancy,France
22698,Bradley Andersen,Male,2021-04-13,Les Ulis,France
22699,Clarence Chande,Male,2021-11-23,Paderborn,Germany
22700,Gina Serrano,Female,2021-07-18,Berlin,Germany
22701,Anne Navarro,Female,2021-07-04,Kiel,Germany
22702,Patricia Gonzalez,Female,2021-11-13,Colombes,France
22703,Melvin Raji,Male,2022-01-07,Les Ulis,France
22704,Bethany Raje,Female,2021-06-15,Paris,France
22705,Adriana Kapoor,Female,2021-02-11,Berlin,Germany
22706,Andy Ruth,Female,2022-01-16,Hamburg,Germany
22707,Haley Russell,Female,2021-08-11,Neunkirchen,Germany
22708,Anne Ruiz,Female,2021-09-10,Suresnes,France
22709,Tamara Gao,Female,2021-09-13,Dunkerque,France
22710,Trisha Zhao,Female,2021-04-18,Frankfurt am Main,Germany
22711,Isaiah Hernandez,Male,2021-07-17,Frankfurt,Germany
22712,Monique Romero,Female,2021-10-20,Metz,France
22713,Joseph Miller,Male,2019-06-21,Cliffside,Canada
22714,Angelica Alexander,Female,2021-06-25,Shawnee,Canada
22715,Marcus Watson,Male,2021-05-16,Sooke,Canada
22716,Caleb Nelson,Male,2021-07-17,Edmonds,United States
22717,Nicole Watson,Female,2021-07-09,Walla Walla,United States
22718,Zachary Simmons,Male,2021-07-28,Berkeley,United States
22719,Jesse Brooks,Male,2021-07-18,Concord,United States
22720,Jonathan Alexander,Male,2021-12-26,Long Beach,United States
22721,Colleen Lin,Female,2021-08-07,Ballard,United States
22722,Tina Fernandez,Female,2021-07-20,Burlingame,United States
22723,Alexander Anderson,Male,2021-09-29,West Covina,United States
22724,Noah Evans,Male,2021-07-28,Downey,United States
22725,Richard Gonzales,Male,2021-08-03,Puyallup,United States
22726,Anna Morris,Female,2021-12-28,Kirkland,United States
22727,Jodi She,Female,2021-04-06,Bremerton,United States
22728,Arianna Russell,Female,2021-02-24,Cliffside,Canada
22729,Seth Nelson,Male,2021-04-06,Grossmont,United States
22730,Timothy Perez,Male,2021-09-02,Royal Oak,Canada
22731,Brandon Henderson,Male,2021-07-09,La Jolla,United States
22732,Sean Turner,Male,2019-06-01,Sooke,Canada
22733,Alexandria Powell,Female,2021-07-04,Bremerton,United States
22734,Maria Adams,Female,2021-02-24,San Francisco,United States
22735,Katherine Jones,Female,2021-05-02,Corvallis,United States
22736,Katherine Morgan,Female,2021-03-12,Tacoma,United States
22737,Heidi Sai,Female,2021-06-13,Berkeley,United States
22738,Haley Diaz,Female,2021-10-16,Novato,United States
22739,Destiny Rodriguez,Female,2021-02-13,Langley,Canada
22740,Kimberly Rogers,Female,2021-11-07,Berkeley,United States
22741,Darryl He,Male,2021-03-24,Ballard,United States
22742,Nathan Nelson,Male,2021-03-04,Beaverton,United States
22743,Kaylee Murphy,Female,2021-03-01,Kirkland,United States
22744,Edward Wright,Male,2021-09-30,Concord,United States
22745,Alexandria Patterson,Female,2021-03-09,Woodland Hills,United States
22746,Erica Zhang,Female,2021-07-17,Concord,United States
22747,Brianna Martinez,Female,2021-04-15,Glendale,United States
22748,Adam Phillips,Male,2019-07-05,Royal Oak,Canada
22749,Miranda Patterson,Female,2021-07-11,Port Orchard,United States
22750,Jesse Gonzalez,Male,2021-10-18,Downey,United States
22751,Samuel Rodriguez,Male,2021-06-13,El Cajon,United States
22752,Daniel Brown,Male,2021-05-18,Lebanon,United States
22753,Hailey Morgan,Female,2021-07-29,Portland,United States
22754,Robert Foster,Male,2021-09-12,Marysville,United States
22755,Christian Brown,Male,2021-12-12,Cliffside,Canada
22756,Jon Nath,Male,2021-05-01,Berkeley,United States
22757,Savannah Peterson,Female,2022-01-16,Mill Valley,United States
22758,Katherine Jackson,Female,2021-04-04,Corvallis,United States
22759,Julia Ramirez,Female,2021-06-18,Olympia,United States
22760,Hunter Chen,Male,2021-04-20,Olympia,United States
22761,Eduardo Price,Male,2021-09-18,Renton,United States
22762,Melissa Diaz,Female,2021-09-28,Renton,United States
22763,Rebecca Gonzalez,Female,2021-10-09,Seattle,United States
22764,Chase Brooks,Male,2021-09-03,Yakima,United States
22765,Luis Collins,Male,2019-07-06,Westminster,Canada
22766,Cassidy Hayes,Female,2021-05-20,Port Orchard,United States
22767,Luis Hernandez,Male,2021-03-25,Woodburn,United States
22768,Aaron Zhang,Male,2021-04-19,Burbank,United States
22769,Benjamin Martin,Male,2021-06-08,Long Beach,United States
22770,Chloe Morgan,Female,2021-07-20,Oakland,United States
22771,Mason King,Male,2022-01-08,Victoria,Canada
22772,Erin Watson,Female,2021-03-23,Victoria,Canada
22773,Autumn Zhang,Female,2021-10-29,Bellingham,United States
22774,Caleb Alexander,Male,2021-12-25,Everett,United States
22775,Madison Martinez,Female,2021-07-03,Concord,United States
22776,Julia Perry,Female,2021-05-30,La Jolla,United States
22777,Tyler Garcia,Male,2021-06-05,Edmonds,United States
22778,Monique Dominguez,Female,2021-04-24,Bellflower,United States
22779,Lance Ruiz,Male,2022-01-14,Berkeley,United States
22780,Jennifer Rogers,Female,2021-04-21,Long Beach,United States
22781,Hunter Powell,Male,2022-01-07,Palo Alto,United States
22782,Dakota Wood,Male,2021-07-22,San Gabriel,United States
22783,Isaac Green,Male,2021-09-09,Lynnwood,United States
22784,Nicholas Jackson,Male,2021-07-08,Los Angeles,United States
22785,Oscar Perry,Male,2019-07-03,N. Vancouver,Canada
22786,Wyatt Goldstein,Male,2021-11-02,Burien,United States
22787,Andrea Sanchez,Female,2021-07-05,Woodland Hills,United States
22788,Jordan Jenkins,Male,2021-07-13,Torrance,United States
22789,Richard Taylor,Male,2021-07-17,San Diego,United States
22790,Luke Phillips,Male,2021-07-25,Santa Cruz,United States
22791,Taylor Jenkins,Female,2021-04-23,Chula Vista,United States
22792,Thomas Carter,Male,2021-08-09,Portland,United States
22793,Antonio Jenkins,Male,2021-09-24,Yakima,United States
22794,Kelli Deng,Female,2021-03-04,Gloucestershire,United Kingdom
22795,Tara Yuan,Female,2021-02-21,Paris,France
22796,Brad Nath,Male,2021-05-16,Saint Ouen,France
22797,Leonard She,Male,2021-12-20,Grevenbroich,Germany
22798,Heidi Fernandez,Female,2021-05-07,Gateshead,United Kingdom
22799,Riley Alexander,Female,2021-11-23,Billericay,United Kingdom
22800,Dwayne Alvarez,Male,2021-12-08,Colombes,France
22801,Alicia Raje,Female,2021-09-13,Bonn,Germany
22802,Ann Van,Female,2022-01-21,Frankfurt,Germany
22803,Marshall Shan,Male,2021-12-20,Werne,Germany
22804,Kelly Butler,Female,2021-04-06,Hamburg,Germany
22805,Cristina Goel,Female,2021-12-06,Bonn,Germany
22806,Crystal Sun,Female,2021-10-15,Eilenburg,Germany
22807,Cindy Garcia,Female,2022-01-12,London,United Kingdom
22808,Ebony Suri,Female,2021-01-19,West Sussex,United Kingdom
22809,Martin Sara,Male,2021-12-30,Frankfurt am Main,Germany
22810,Nathaniel Sanchez,Male,2021-12-22,Paderborn,Germany
22811,Brent Stone,Male,2021-11-17,Gloucestershire,United Kingdom
22812,Destiny Washington,Female,2021-08-14,Leeds,United Kingdom
22813,Jerry Deng,Male,2021-10-27,London,United Kingdom
22814,Edwin Kumar,Male,2021-03-24,Suresnes,France
22815,Margaret Wang,Female,2021-08-28,Hamburg,Germany
22816,Erica Cai,Female,2021-12-13,Offenbach,Germany
22817,Calvin Nath,Male,2021-12-13,Salzgitter,Germany
22818,Janet Ruiz,Female,2021-01-29,Oxon,United Kingdom
22819,Daisy Alvarez,Female,2021-08-16,London,United Kingdom
22820,Alex Nelson,Male,2022-01-25,Villeneuve-d'Ascq,France
22821,Wendy Munoz,Female,2021-06-07,Kassel,Germany
22822,Devin Anderson,Male,2020-12-31,Warrington,United Kingdom
22823,Isabel Alexander,Female,2021-09-10,Runcorn,United Kingdom
22824,April Nath,Female,2021-12-14,Roncq,France
22825,Kelli Zeng,Female,2021-09-06,Billericay,United Kingdom
22826,Christian Russell,Male,2021-03-15,Gateshead,United Kingdom
22827,Clayton Gao,Male,2021-06-07,Versailles,France
22828,Francisco Suri,Male,2021-01-14,Oxon,United Kingdom
22829,Chelsea Chandra,Female,2021-12-05,Cergy,France
22830,Lee Travers,Male,2021-12-27,Hamburg,Germany
22831,Victor Ruiz,Male,2021-05-01,Boulogne-Billancourt,France
22832,Martin Gonzalez,Male,2021-03-13,Boulogne-Billancourt,France
22833,Bruce Prasad,Male,2021-10-23,Croix,France
22834,Darryl Zhou,Male,2021-09-06,Berlin,Germany
22835,Alan Zhang,Male,2021-03-14,Essen,Germany
22836,Michele Sai,Female,2021-12-08,Kiel,Germany
22837,Sergio Chandra,Male,2021-09-12,London,United Kingdom
22838,Cedric Rai,Male,2021-07-18,Newcastle upon Tyne,United Kingdom
22839,Brandy Mehta,Female,2021-02-05,Gold Coast,Australia
22840,Dominic Sullivan,Male,2021-10-21,Coffs Harbour,Australia
22841,Douglas Martinez,Male,2021-03-05,Findon,Australia
22842,Michele Nara,Female,2021-06-17,Brisbane,Australia
22843,Tiffany Lu,Female,2021-04-12,Darlinghurst,Australia
22844,Marie Arun,Female,2021-03-31,Springwood,Australia
22845,Jake Chen,Male,2020-05-09,Sydney,Australia
22846,Frank Gutierrez,Male,2021-01-30,Melbourne,Australia
22847,Jaclyn Chen,Female,2021-05-11,Goulburn,Australia
22848,Peter Pal,Male,2021-02-05,Malabar,Australia
22849,Kristopher Suri,Male,2021-12-09,South Melbourne,Australia
22850,Devon Luo,Male,2020-05-23,Rhodes,Australia
22851,Kaylee Edwards,Female,2020-05-10,Caloundra,Australia
22852,Billy Alonso,Male,2021-11-20,Cranbourne,Australia
22853,Tasha Pal,Female,2021-05-27,Newcastle,Australia
22854,Ebony Mehta,Female,2020-05-11,Townsville,Australia
22855,Summer Sai,Female,2021-11-28,Cloverdale,Australia
22856,Lance Carlson,Male,2021-07-25,Caloundra,Australia
22857,Julio Romero,Male,2020-05-08,Warrnambool,Australia
22858,Deborah Tang,Female,2022-01-16,Matraville,Australia
22859,Arianna Sanders,Female,2021-07-15,Geelong,Australia
22860,Cedric Kumar,Male,2020-05-24,Hawthorne,Australia
22861,Devin Hughes,Male,2021-07-24,Lake Oswego,United States
22862,Derrick Navarro,Male,2021-07-28,Berkeley,United States
22863,Hunter Thomas,Male,2021-04-19,Lake Oswego,United States
22864,Mason Hall,Male,2021-07-23,Issaquah,United States
22865,Stephanie Hall,Female,2021-10-02,Concord,United States
22866,William Thompson,Male,2021-03-25,Paderborn,Germany
22867,Max Ruiz,Male,2021-07-31,Saarlouis,Germany
22868,Ernest Sun,Male,2021-12-13,Saint Germain en Laye,France
22869,Rafael Lu,Male,2021-09-19,London,United Kingdom
22870,Barbara Chen,Female,2021-04-24,Cergy,France
22871,David Coleman,Male,2021-07-24,Walla Walla,United States
22872,Sara Bailey,Female,2021-07-18,Burien,United States
22873,Robert Williams,Male,2021-07-21,Bellflower,United States
22874,Drew Anand,Male,2021-04-21,Burien,United States
22875,Robert Russell,Male,2021-04-13,Glendale,United States
22876,Jenna Campbell,Female,2021-04-18,Newport Beach,United States
22877,Xavier Griffin,Male,2019-07-30,Cliffside,Canada
22878,Angelica Ross,Female,2021-04-09,W. Linn,United States
22879,Jocelyn Russell,Female,2021-04-14,Downey,United States
22880,Ashley Harris,Female,2021-04-27,Corvallis,United States
22881,Wyatt Martinez,Male,2019-07-16,Newton,Canada
22882,Charles Jones,Male,2021-08-26,Port Hammond,Canada
22883,Xavier Morgan,Male,2021-03-21,Milwaukie,United States
22884,Danielle Richardson,Female,2021-12-26,Salem,United States
22885,Caleb Henderson,Male,2021-03-30,Yakima,United States
22886,Andrea King,Female,2021-04-16,Grossmont,United States
22887,Mason Richardson,Male,2021-04-27,Novato,United States
22888,Abigail Long,Female,2021-04-26,Olympia,United States
22889,Julia Long,Female,2019-07-20,Newton,Canada
22890,Alexis Hall,Female,2021-11-09,San Diego,United States
22891,Andrea Gonzalez,Female,2021-05-12,Imperial Beach,United States
22892,Timothy Mitchell,Male,2021-08-25,Downey,United States
22893,Chloe Miller,Female,2019-07-24,Cliffside,Canada
22894,Danielle Ramirez,Female,2021-03-07,Daly City,United States
22895,Eduardo Perez,Male,2019-07-11,Shawnee,Canada
22896,Logan Miller,Male,2021-04-01,Everett,United States
22897,Arianna Ramirez,Female,2021-05-08,Port Orchard,United States
22898,Melanie Washington,Female,2021-05-02,El Cajon,United States
22899,Charles Carter,Male,2021-04-30,El Cajon,United States
22900,Hunter Li,Male,2021-05-16,Woodburn,United States
22901,Katherine Stewart,Female,2019-07-12,Newton,Canada
22902,Pedro Madan,Male,2021-09-21,Bellingham,United States
22903,Hailey Stewart,Female,2019-07-24,Port Hammond,Canada
22904,Mitchell Shen,Male,2020-05-12,Hobart,Australia
22905,Joe Schmidt,Male,2020-06-11,Springwood,Australia
22906,Jessie Moreno,Female,2020-06-13,North Ryde,Australia
22907,Barry Sai,Male,2020-06-03,Rhodes,Australia
22908,Eddie Ortega,Male,2020-06-10,Seaford,Australia
22909,Tommy Goel,Male,2020-06-05,Hervey Bay,Australia
22910,Latoya Tang,Female,2020-06-28,Hervey Bay,Australia
22911,Gregory Raje,Male,2021-08-26,Silverwater,Australia
22912,Mallory Moreno,Female,2020-06-01,Lane Cove,Australia
22913,Valerie Lu,Female,2020-05-30,Silverwater,Australia
22914,Faith Gray,Female,2021-04-04,Melton,Australia
22915,Carly Shen,Female,2021-06-27,Perth,Australia
22916,Raquel Romero,Female,2021-09-10,East Brisbane,Australia
22917,Maurice She,Male,2021-03-03,Warrnambool,Australia
22918,Calvin Jai,Male,2021-10-06,Brisbane,Australia
22919,Stanley Rana,Male,2021-08-12,Lane Cove,Australia
22920,Calvin Andersen,Male,2021-11-26,Gold Coast,Australia
22921,Kelsey Shen,Female,2020-06-11,East Brisbane,Australia
22922,Heidi Martinez,Female,2021-07-27,Gold Coast,Australia
22923,Mason Lopez,Male,2021-12-28,Gold Coast,Australia
22924,Marie Sanchez,Female,2021-02-11,Springwood,Australia
22925,Karla Shen,Female,2021-09-03,St. Leonards,Australia
22926,Keith Yuan,Male,2020-06-21,Hervey Bay,Australia
22927,Jon Guo,Male,2020-05-30,Malabar,Australia
22928,Natalie Nelson,Female,2021-06-13,Coffs Harbour,Australia
22929,Isabella Davis,Female,2020-06-06,Brisbane,Australia
22930,Brett Raman,Male,2020-06-28,Sunbury,Australia
22931,Logan Johnson,Male,2020-06-11,Caloundra,Australia
22932,Maurice Jai,Male,2020-05-31,Matraville,Australia
22933,Kelli Chande,Female,2020-06-26,North Sydney,Australia
22934,Tonya Kumar,Female,2020-06-18,Rockhampton,Australia
22935,Tamara Shen,Female,2020-06-15,Rhodes,Australia
22936,Jill Diaz,Female,2020-06-12,Geelong,Australia
22937,Jose Baker,Male,2020-06-28,Rockhampton,Australia
22938,Hector Blanco,Male,2020-06-22,Hawthorne,Australia
22939,Rebekah Arthur,Female,2020-06-06,Milsons Point,Australia
22940,Briana Ashe,Female,2020-05-30,Cloverdale,Australia
22941,Destiny Bailey,Female,2021-07-04,Hervey Bay,Australia
22942,Brittney She,Female,2020-06-05,Perth,Australia
22943,Timothy Parker,Male,2020-06-11,Sydney,Australia
22944,Jodi Lal,Female,2021-05-07,Lavender Bay,Australia
22945,Linda Sanz,Female,2021-03-20,Port Macquarie,Australia
22946,Bryant Kapoor,Male,2020-06-17,Lavender Bay,Australia
22947,Danielle Torres,Female,2021-03-03,Wollongong,Australia
22948,Lucas Turner,Male,2021-05-01,Brisbane,Australia
22949,Gavin Butler,Male,2021-04-18,Port Macquarie,Australia
22950,Nicole Cox,Female,2020-06-23,Brisbane,Australia
22951,Chelsea Mehta,Female,2020-06-21,Findon,Australia
22952,Luke Baker,Male,2021-02-23,Geelong,Australia
